image1_path,image2_path,comparison_score
/home/user/Desktop/fingerprint/Latent-in-the-wild/LFIW_v1.0.030324/Sub001_Cropped/02-Capa_Cropped/N1/Sub001_Left-Hand_LittleFinger_N1.bmp,/home/user/Desktop/fingerprint/Latent-in-the-wild/LFIW_v1.0.030324/Sub001_Cropped/02-Capa_Cropped/N1/Sub001_Left-Hand_RingFinger_N1.bmp,0.0018218623481781376
/home/user/Desktop/fingerprint/Latent-in-the-wild/LFIW_v1.0.030324/Sub001_Cropped/02-Capa_Cropped/N1/Sub001_Left-Hand_LittleFinger_N1.bmp,/home/user/Desktop/fingerprint/Latent-in-the-wild/LFIW_v1.0.030324/Sub001_Cropped/02-Capa_Cropped/N2/Sub001_Right-Hand_LittleFinger_N2.bmp,0.12844456053284575
/home/user/Desktop/fingerprint/Latent-in-the-wild/LFIW_v1.0.030324/Sub001_Cropped/02-Capa_Cropped/N1/Sub001_Left-Hand_LittleFinger_N1.bmp,/home/user/Desktop/fingerprint/Latent-in-the-wild/LFIW_v1.0.030324/Sub001_Cropped/02-Capa_Cropped/N1/Sub001_Right-Hand_ThumbFinger_N1.bmp,0.009348744068608245
/home/user/Desktop/fingerprint/Latent-in-the-wild/LFIW_v1.0.030324/Sub001_Cropped/02-Capa_Cropped/N1/Sub001_Left-Hand_LittleFinger_N1.bmp,/home/user/Desktop/fingerprint/Latent-in-the-wild/LFIW_v1.0.030324/Sub001_Cropped/02-Capa_Cropped/N2/Sub001_Left-Hand_IndexFinger_N2.bmp,0.009956031518000959
/home/user/Desktop/fingerprint/Latent-in-the-wild/LFIW_v1.0.030324/Sub001_Cropped/02-Capa_Cropped/N1/Sub001_Left-Hand_MiddleFinger_N1.bmp,/home/user/Desktop/fingerprint/Latent-in-the-wild/LFIW_v1.0.030324/Sub001_Cropped/02-Capa_Cropped/N1/Sub001_Right-Hand_MiddleFinger_N1.bmp,0.0006211180124223603
/home/user/Desktop/fingerprint/Latent-in-the-wild/LFIW_v1.0.030324/Sub001_Cropped/02-Capa_Cropped/N1/Sub001_Left-Hand_IndexFinger_N1.bmp,/home/user/Desktop/fingerprint/Latent-in-the-wild/LFIW_v1.0.030324/Sub001_Cropped/02-Capa_Cropped/N2/Sub001_Right-Hand_ThumbFinger_N2.bmp,0.7
/home/user/Desktop/fingerprint/Latent-in-the-wild/LFIW_v1.0.030324/Sub001_Cropped/02-Capa_Cropped/N1/Sub001_Left-Hand_LittleFinger_N1.bmp,/home/user/Desktop/fingerprint/Latent-in-the-wild/LFIW_v1.0.030324/Sub001_Cropped/02-Capa_Cropped/N2/Sub001_Right-Hand_IndexFinger_N2.bmp,0.013112184928823298
/home/user/Desktop/fingerprint/Latent-in-the-wild/LFIW_v1.0.030324/Sub001_Cropped/02-Capa_Cropped/N1/Sub001_Left-Hand_MiddleFinger_N1.bmp,/home/user/Desktop/fingerprint/Latent-in-the-wild/LFIW_v1.0.030324/Sub001_Cropped/02-Capa_Cropped/N1/Sub001_Left-Hand_ThumbFinger_N1.bmp,0.000625
/home/user/Desktop/fingerprint/Latent-in-the-wild/LFIW_v1.0.030324/Sub001_Cropped/02-Capa_Cropped/N1/Sub001_Left-Hand_LittleFinger_N1.bmp,/home/user/Desktop/fingerprint/Latent-in-the-wild/LFIW_v1.0.030324/Sub001_Cropped/02-Capa_Cropped/N1/Sub001_Right-Hand_RingFinger_N1.bmp,0.00813416916982282
/home/user/Desktop/fingerprint/Latent-in-the-wild/LFIW_v1.0.030324/Sub001_Cropped/02-Capa_Cropped/N1/Sub001_Left-Hand_LittleFinger_N1.bmp,/home/user/Desktop/fingerprint/Latent-in-the-wild/LFIW_v1.0.030324/Sub001_Cropped/02-Capa_Cropped/N2/Sub001_Left-Hand_MiddleFinger_N2.bmp,0.020031779199860694
/home/user/Desktop/fingerprint/Latent-in-the-wild/LFIW_v1.0.030324/Sub001_Cropped/02-Capa_Cropped/N1/Sub001_Left-Hand_MiddleFinger_N1.bmp,/home/user/Desktop/fingerprint/Latent-in-the-wild/LFIW_v1.0.030324/Sub001_Cropped/02-Capa_Cropped/N1/Sub001_Right-Hand_RingFinger_N1.bmp,0.0012552301255230123
/home/user/Desktop/fingerprint/Latent-in-the-wild/LFIW_v1.0.030324/Sub001_Cropped/02-Capa_Cropped/N1/Sub001_Left-Hand_LittleFinger_N1.bmp,/home/user/Desktop/fingerprint/Latent-in-the-wild/LFIW_v1.0.030324/Sub001_Cropped/02-Capa_Cropped/N1/Sub001_Right-Hand_LittleFinger_N1.bmp,0.01566105089025293
/home/user/Desktop/fingerprint/Latent-in-the-wild/LFIW_v1.0.030324/Sub001_Cropped/02-Capa_Cropped/N1/Sub001_Left-Hand_IndexFinger_N1.bmp,/home/user/Desktop/fingerprint/Latent-in-the-wild/LFIW_v1.0.030324/Sub001_Cropped/02-Capa_Cropped/N1/Sub001_Right-Hand_ThumbFinger_N1.bmp,0.7012499999999999
/home/user/Desktop/fingerprint/Latent-in-the-wild/LFIW_v1.0.030324/Sub001_Cropped/02-Capa_Cropped/N1/Sub001_Left-Hand_IndexFinger_N1.bmp,/home/user/Desktop/fingerprint/Latent-in-the-wild/LFIW_v1.0.030324/Sub001_Cropped/02-Capa_Cropped/N1/Sub001_Left-Hand_LittleFinger_N1.bmp,0.011777893866179095
/home/user/Desktop/fingerprint/Latent-in-the-wild/LFIW_v1.0.030324/Sub001_Cropped/02-Capa_Cropped/N1/Sub001_Left-Hand_IndexFinger_N1.bmp,/home/user/Desktop/fingerprint/Latent-in-the-wild/LFIW_v1.0.030324/Sub001_Cropped/02-Capa_Cropped/N2/Sub001_Right-Hand_IndexFinger_N2.bmp,0.00125
/home/user/Desktop/fingerprint/Latent-in-the-wild/LFIW_v1.0.030324/Sub001_Cropped/02-Capa_Cropped/N1/Sub001_Left-Hand_LittleFinger_N1.bmp,/home/user/Desktop/fingerprint/Latent-in-the-wild/LFIW_v1.0.030324/Sub001_Cropped/02-Capa_Cropped/N1/Sub001_Right-Hand_MiddleFinger_N1.bmp,0.0012145748987854252
/home/user/Desktop/fingerprint/Latent-in-the-wild/LFIW_v1.0.030324/Sub001_Cropped/02-Capa_Cropped/N1/Sub001_Left-Hand_MiddleFinger_N1.bmp,/home/user/Desktop/fingerprint/Latent-in-the-wild/LFIW_v1.0.030324/Sub001_Cropped/02-Capa_Cropped/N1/Sub001_Right-Hand_IndexFinger_N1.bmp,0.03951519369055903
/home/user/Desktop/fingerprint/Latent-in-the-wild/LFIW_v1.0.030324/Sub001_Cropped/02-Capa_Cropped/N1/Sub001_Left-Hand_IndexFinger_N1.bmp,/home/user/Desktop/fingerprint/Latent-in-the-wild/LFIW_v1.0.030324/Sub001_Cropped/02-Capa_Cropped/N1/Sub001_Left-Hand_MiddleFinger_N1.bmp,0.041388888888888885
/home/user/Desktop/fingerprint/Latent-in-the-wild/LFIW_v1.0.030324/Sub001_Cropped/02-Capa_Cropped/N1/Sub001_Left-Hand_LittleFinger_N1.bmp,/home/user/Desktop/fingerprint/Latent-in-the-wild/LFIW_v1.0.030324/Sub001_Cropped/02-Capa_Cropped/N2/Sub001_Left-Hand_ThumbFinger_N2.bmp,0.00813416916982282
/home/user/Desktop/fingerprint/Latent-in-the-wild/LFIW_v1.0.030324/Sub001_Cropped/02-Capa_Cropped/N1/Sub001_Left-Hand_MiddleFinger_N1.bmp,/home/user/Desktop/fingerprint/Latent-in-the-wild/LFIW_v1.0.030324/Sub001_Cropped/02-Capa_Cropped/N1/Sub001_Left-Hand_RingFinger_N1.bmp,0.0006289308176100629
/home/user/Desktop/fingerprint/Latent-in-the-wild/LFIW_v1.0.030324/Sub001_Cropped/02-Capa_Cropped/N1/Sub001_Left-Hand_MiddleFinger_N1.bmp,/home/user/Desktop/fingerprint/Latent-in-the-wild/LFIW_v1.0.030324/Sub001_Cropped/02-Capa_Cropped/N2/Sub001_Left-Hand_ThumbFinger_N2.bmp,0.03952180028129394
/home/user/Desktop/fingerprint/Latent-in-the-wild/LFIW_v1.0.030324/Sub001_Cropped/02-Capa_Cropped/N1/Sub001_Left-Hand_MiddleFinger_N1.bmp,/home/user/Desktop/fingerprint/Latent-in-the-wild/LFIW_v1.0.030324/Sub001_Cropped/02-Capa_Cropped/N2/Sub001_Left-Hand_RingFinger_N2.bmp,0.03477395652617614
/home/user/Desktop/fingerprint/Latent-in-the-wild/LFIW_v1.0.030324/Sub001_Cropped/02-Capa_Cropped/N1/Sub001_Left-Hand_LittleFinger_N1.bmp,/home/user/Desktop/fingerprint/Latent-in-the-wild/LFIW_v1.0.030324/Sub001_Cropped/02-Capa_Cropped/N1/Sub001_Right-Hand_IndexFinger_N1.bmp,0.009348744068608245
/home/user/Desktop/fingerprint/Latent-in-the-wild/LFIW_v1.0.030324/Sub001_Cropped/02-Capa_Cropped/N1/Sub001_Left-Hand_IndexFinger_N1.bmp,/home/user/Desktop/fingerprint/Latent-in-the-wild/LFIW_v1.0.030324/Sub001_Cropped/02-Capa_Cropped/N2/Sub001_Right-Hand_RingFinger_N2.bmp,0.0031249999999999997
/home/user/Desktop/fingerprint/Latent-in-the-wild/LFIW_v1.0.030324/Sub001_Cropped/02-Capa_Cropped/N1/Sub001_Left-Hand_IndexFinger_N1.bmp,/home/user/Desktop/fingerprint/Latent-in-the-wild/LFIW_v1.0.030324/Sub001_Cropped/02-Capa_Cropped/N1/Sub001_Left-Hand_ThumbFinger_N1.bmp,0.000625
